0 1 2 0.023
0 2 1 0.012
0 6 0 0.001
0 6 2 0.999
0 12 2 0.002
0 14 1 0.002
0 19 1 0.008
0 22 0 1.000
0 22 2 0.001
0 30 0 0.003
0 30 1 0.012
0 30 2 0.007
0 31 2 0.978
0 36 0 0.003
0 41 2 0.002
0 51 2 0.003
0 53 2 0.006
0 58 0 0.006
0 61 2 0.002
0 66 2 0.999
0 68 2 0.125
0 74 2 0.109
0 75 2 0.983
0 75 3 1.000
0 78 1 0.332
0 81 2 0.007
0 84 2 1.000
0 88 0 0.002
0 90 2 0.922
0 91 0 0.002
0 91 2 0.003
0 95 2 0.002
0 98 1 0.009
0 102 2 1.000
0 110 0 0.001
0 112 0 0.004
0 114 1 0.002
0 116 2 0.002
0 118 2 0.007
0 119 0 0.004
0 119 2 0.007
0 123 2 0.003
0 126 0 0.001
0 130 0 0.004
0 130 2 0.998
0 132 0 0.004
0 138 2 0.014
0 141 2 1.000
0 148 3 0.002
0 150 2 1.000
0 155 0 0.005
0 167 1 0.005
0 171 2 0.035
0 173 0 1.000
0 174 0 0.002
0 176 2 0.006
0 178 2 0.624
0 184 2 1.000
0 186 2 0.002
0 187 2 0.006
0 189 2 0.001
0 194 0 0.002
0 203 2 0.123
0 207 2 0.007
0 212 0 0.004
0 214 2 0.834
0 216 2 1.000
0 222 1 1.000
0 223 2 0.057
0 225 2 0.011
0 229 2 0.513
0 237 2 0.006
0 240 2 0.002
1 0 0 0.023
1 6 0 0.002
1 12 2 0.003
1 14 1 0.002
1 19 1 0.008
1 25 3 0.502
1 30 0 0.006
1 30 1 0.010
1 30 2 0.011
1 31 0 1.000
1 36 0 0.006
1 38 0 0.015
1 41 2 0.003
1 46 0 0.845
1 51 2 0.003
1 53 2 0.009
1 58 0 0.005
1 59 3 0.905
1 61 2 0.002
1 81 2 0.012
1 88 0 0.002
1 91 0 0.002
1 91 2 0.004
1 95 1 1.000
1 98 1 0.009
1 102 0 0.002
1 108 3 0.001
1 110 0 0.002
1 112 0 0.008
1 113 0 0.012
1 114 1 0.002
1 116 0 0.003
1 116 2 0.003
1 118 2 0.011
1 119 0 0.006
1 119 2 0.011
1 120 3 1.000
1 126 0 0.002
1 130 0 0.010
1 130 3 0.005
1 132 0 0.009
1 138 2 0.006
1 148 3 0.002
1 153 0 0.005
1 155 0 0.010
1 159 3 0.002
1 167 1 0.006
1 167 3 0.986
1 170 1 0.001
1 174 0 0.002
1 176 2 0.010
1 179 3 0.002
1 183 3 0.007
1 184 2 0.004
1 186 2 0.002
1 187 2 0.009
1 188 2 1.000
1 194 0 0.002
1 196 3 0.001
1 201 0 0.002
1 203 0 0.031
1 207 2 0.011
1 209 0 1.000
1 212 0 0.008
1 223 2 0.002
1 223 3 0.020
1 228 3 0.002
1 229 2 0.618
1 231 0 0.003
1 237 2 0.009
1 240 2 0.002
2 0 3 0.012
2 6 0 0.002
2 8 1 0.482
2 12 2 0.003
2 14 1 0.002
2 17 2 0.991
2 19 1 0.005
2 22 0 1.000
2 23 2 0.102
2 25 0 0.009
2 25 2 0.984
2 30 0 0.014
2 30 1 0.030
2 30 2 0.018
2 32 1 1.000
2 36 0 0.014
2 41 2 0.003
2 44 0 1.000
2 44 2 0.053
2 48 2 0.896
2 51 2 0.003
2 52 0 0.163
2 53 2 0.012
2 58 0 0.003
2 61 2 0.002
2 66 2 0.005
2 70 0 0.002
2 76 1 0.085
2 78 0 0.986
2 81 2 0.015
2 86 0 0.992
2 88 0 0.003
2 91 0 0.003
2 91 2 0.004
2 98 1 0.005
2 103 2 0.002
2 107 0 0.004
2 110 0 0.002
2 112 0 0.026
2 114 1 0.002
2 116 0 1.000
2 116 2 0.003
2 117 2 0.015
2 118 0 0.030
2 118 2 0.013
2 119 0 0.016
2 119 2 0.015
2 126 0 0.002
2 126 2 0.992
2 130 0 0.029
2 130 3 0.022
2 132 0 0.027
2 138 2 0.006
2 142 0 0.001
2 148 3 0.002
2 150 2 0.990
2 152 0 0.999
2 155 0 0.034
2 159 2 1.000
2 167 1 0.004
2 167 3 0.988
2 174 0 0.003
2 176 2 0.015
2 180 0 0.015
2 182 2 0.002
2 183 3 1.000
2 184 2 1.000
2 186 2 0.002
2 187 0 0.001
2 187 2 0.011
2 188 2 0.999
2 189 2 1.000
2 194 0 0.003
2 201 0 0.510
2 202 0 0.995
2 203 0 0.002
2 205 0 0.995
2 207 2 0.017
2 212 0 0.024
2 214 2 0.626
2 216 2 0.012
2 223 2 0.335
2 225 0 0.996
2 229 2 1.000
2 232 2 1.000
2 236 0 0.107
2 237 2 0.012
2 238 1 0.006
2 240 2 0.002
2 243 2 1.000
2 245 2 0.003
2 246 0 0.091
2 255 2 1.000
3 6 0 0.001
3 9 1 1.000
3 12 2 0.002
3 14 1 0.001
3 19 1 0.011
3 19 2 0.998
3 30 0 0.004
3 30 1 0.004
3 30 2 0.005
3 36 0 0.004
3 41 2 0.002
3 51 2 0.002
3 53 2 0.004
3 58 0 0.011
3 61 2 0.002
3 75 2 1.000
3 81 2 0.005
3 88 0 0.002
3 91 0 0.002
3 91 2 0.003
3 92 1 0.027
3 98 1 0.010
3 110 0 0.001
3 112 0 0.004
3 114 1 0.001
3 116 2 0.002
3 118 2 0.005
3 119 0 0.004
3 119 2 0.005
3 126 0 0.001
3 130 0 0.005
3 132 0 0.005
3 138 2 0.023
3 141 2 1.000
3 148 3 0.001
3 155 0 0.005
3 167 0 1.000
3 167 1 0.016
3 174 0 0.002
3 176 2 0.005
3 186 2 0.002
3 187 2 0.004
3 194 0 0.002
3 203 2 1.000
3 207 2 0.005
3 209 0 0.529
3 212 0 0.004
3 234 2 1.000
3 237 2 0.004
3 240 2 0.002
4 5 0 1.000
4 6 0 0.003
4 12 2 0.002
4 14 1 0.002
4 15 0 1.000
4 18 0 0.713
4 19 1 0.012
4 22 0 1.000
4 28 0 0.993
4 30 0 0.024
4 30 1 0.004
4 30 2 0.006
4 35 0 1.000
4 36 0 0.023
4 41 2 0.002
4 47 0 0.002
4 51 0 1.000
4 51 2 0.002
4 53 0 0.297
4 53 2 0.005
4 54 0 0.015
4 58 0 0.003
4 59 0 1.000
4 61 0 1.000
4 61 2 0.002
4 63 0 1.000
4 67 0 1.000
4 68 0 1.000
4 72 0 0.019
4 73 0 0.996
4 75 2 1.000
4 76 0 0.985
4 80 0 0.003
4 81 2 0.006
4 82 0 0.928
4 86 0 1.000
4 87 0 1.000
4 88 0 0.003
4 90 0 1.000
4 90 2 0.964
4 91 0 0.003
4 91 2 0.003
4 93 0 0.996
4 95 2 1.000
4 98 1 0.012
4 103 0 1.000
4 104 0 1.000
4 107 0 0.969
4 110 0 0.002
4 112 0 0.016
4 114 1 0.002
4 116 0 1.000
4 116 2 0.002
4 118 2 0.006
4 119 0 0.020
4 119 2 0.006
4 121 0 1.000
4 126 0 0.002
4 129 3 1.000
4 130 0 0.014
4 131 0 1.000
4 132 0 0.014
4 137 0 1.000
4 138 2 0.014
4 141 2 1.000
4 145 0 1.000
4 148 3 0.002
4 149 0 0.001
4 150 2 0.005
4 152 0 1.000
4 155 0 0.012
4 161 0 1.000
4 164 0 1.000
4 167 1 0.011
4 171 0 1.000
4 171 2 0.026
4 173 1 1.000
4 174 0 0.004
4 176 0 0.023
4 176 2 0.005
4 180 0 0.941
4 182 0 1.000
4 184 0 0.959
4 184 2 0.998
4 186 2 0.002
4 187 2 0.005
4 189 0 1.000
4 192 0 1.000
4 193 0 1.000
4 194 0 0.004
4 195 0 0.005
4 200 0 0.967
4 203 2 1.000
4 205 0 1.000
4 207 2 0.006
4 208 0 1.000
4 212 0 0.018
4 214 2 0.977
4 216 0 0.013
4 216 2 0.989
4 217 0 1.000
4 218 0 0.999
4 223 2 0.619
4 226 0 1.000
4 228 0 0.001
4 229 2 0.407
4 234 2 0.003
4 236 0 0.780
4 237 2 0.005
4 238 0 0.010
4 240 2 0.002
4 242 0 1.000
4 254 0 1.000
4 255 2 0.040
5 4 2 1.000
5 6 0 0.002
5 7 2 0.112
5 12 2 0.004
5 13 2 0.995
5 14 1 0.002
5 15 2 0.952
5 16 2 0.012
5 17 2 0.976
5 18 2 0.001
5 19 1 0.005
5 21 0 1.000
5 22 0 1.000
5 23 2 1.000
5 25 2 1.000
5 28 2 0.993
5 30 0 0.004
5 30 1 0.017
5 30 2 0.012
5 33 3 0.992
5 34 2 0.004
5 36 0 0.004
5 41 2 0.004
5 42 2 0.001
5 46 0 0.980
5 46 2 0.023
5 47 2 0.917
5 48 2 0.998
5 49 2 0.035
5 50 0 1.000
5 51 2 0.006
5 53 2 0.023
5 54 2 1.000
5 57 1 1.000
5 58 0 0.008
5 61 2 0.003
5 63 2 0.982
5 65 0 0.075
5 67 2 0.015
5 69 2 0.962
5 70 2 0.951
5 77 1 0.001
5 77 2 1.000
5 80 2 1.000
5 81 0 0.568
5 81 2 0.012
5 86 2 1.000
5 88 0 0.002
5 91 0 0.002
5 91 2 0.009
5 92 2 0.004
5 96 0 0.288
5 97 0 0.335
5 98 1 0.005
5 99 2 1.000
5 101 2 1.000
5 104 2 1.000
5 106 2 0.020
5 108 2 0.991
5 110 0 0.002
5 111 0 0.032
5 112 0 0.005
5 112 2 1.000
5 113 0 0.983
5 114 1 0.002
5 116 0 1.000
5 116 2 0.004
5 117 2 0.957
5 118 2 0.015
5 119 0 0.004
5 119 2 0.013
5 121 2 1.000
5 122 1 0.998
5 122 2 0.023
5 125 0 0.890
5 125 2 1.000
5 126 0 0.001
5 127 2 1.000
5 129 0 1.000
5 129 2 0.942
5 130 0 0.006
5 131 2 1.000
5 132 0 0.005
5 132 2 1.000
5 133 2 0.987
5 137 2 1.000
5 138 2 0.004
5 140 2 1.000
5 142 2 1.000
5 143 2 0.119
5 144 2 0.006
5 148 3 0.002
5 150 2 1.000
5 152 2 1.000
5 153 0 0.998
5 153 2 0.766
5 155 0 0.006
5 155 2 1.000
5 156 2 0.994
5 159 2 0.976
5 161 2 0.705
5 162 2 1.000
5 164 2 1.000
5 167 1 0.004
5 169 2 1.000
5 170 2 0.263
5 172 2 1.000
5 173 0 0.002
5 174 0 0.002
5 175 2 0.993
5 176 2 0.015
5 178 2 0.925
5 179 2 0.779
5 180 2 1.000
5 182 2 1.000
5 183 2 0.994
5 186 2 0.003
5 187 2 0.021
5 188 2 0.989
5 192 2 0.082
5 194 0 0.002
5 194 2 0.993
5 195 2 0.939
5 196 2 0.992
5 197 0 1.000
5 200 2 1.000
5 202 2 1.000
5 204 2 0.179
5 205 2 0.997
5 207 2 0.012
5 210 2 0.043
5 212 0 0.005
5 214 0 0.980
5 214 2 1.000
5 215 2 0.120
5 217 2 0.992
5 220 2 0.991
5 221 1 0.875
5 221 2 1.000
5 223 1 0.008
5 223 2 0.962
5 228 2 0.854
5 229 2 0.971
5 230 2 1.000
5 231 0 1.000
5 231 2 1.000
5 232 2 0.008
5 237 2 0.020
5 238 2 1.000
5 240 2 0.003
5 241 0 0.999
5 243 2 1.000
5 244 0 1.000
5 245 2 1.000
5 247 0 1.000
5 253 2 0.985
5 255 0 0.999
5 255 2 1.000
6 0 0 0.999
6 0 2 0.001
6 1 2 0.002
6 2 2 0.002
6 3 2 0.001
6 4 2 0.003
6 5 2 0.002
6 7 2 0.003
6 8 2 0.004
6 9 2 0.002
6 10 2 0.005
6 11 2 0.004
6 12 2 0.102
6 13 2 0.002
6 14 1 0.011
6 14 2 0.050
6 15 2 0.003
6 16 2 0.003
6 17 2 0.002
6 18 2 0.003
6 19 1 0.002
6 19 2 0.002
6 20 2 0.003
6 21 0 0.986
6 21 2 0.003
6 22 0 1.000
6 22 2 0.002
6 23 2 0.002
6 24 2 0.004
6 25 0 0.919
6 25 2 0.002
6 26 2 0.002
6 27 2 0.004
6 28 2 0.003
6 29 2 0.002
6 30 0 0.013
6 30 1 0.003
6 30 2 0.023
6 31 2 0.002
6 32 2 0.003
6 33 2 0.004
6 34 2 0.002
6 35 2 0.003
6 36 0 0.013
6 36 2 0.002
6 37 2 0.002
6 38 0 0.991
6 38 2 0.002
6 39 2 0.002
6 40 2 0.004
6 41 2 0.099
6 42 2 0.002
6 43 2 0.007
6 44 2 0.002
6 45 2 0.006
6 46 0 1.000
6 46 2 0.002
6 47 2 0.003
6 48 0 0.836
6 48 2 0.002
6 49 2 0.003
6 50 0 0.997
6 50 2 0.002
6 51 2 0.051
6 52 2 0.003
6 53 2 0.025
6 54 2 0.003
6 55 2 0.003
6 56 2 0.017
6 57 2 0.002
6 58 0 0.003
6 58 2 0.001
6 59 2 0.002
6 60 2 0.003
6 61 2 0.414
6 62 2 0.003
6 63 2 0.003
6 64 2 0.001
6 65 0 0.048
6 65 2 0.003
6 66 2 0.002
6 67 2 0.003
6 68 2 0.002
6 69 2 0.002
6 70 2 0.003
6 71 2 0.002
6 72 2 0.005
6 73 2 0.002
6 74 2 0.002
6 75 2 0.001
6 76 2 0.003
6 77 2 0.003
6 78 2 0.002
6 79 2 0.006
6 80 2 0.003
6 81 0 1.000
6 81 2 0.023
6 82 2 0.002
6 83 2 0.002
6 84 2 0.002
6 85 2 0.002
6 86 0 1.000
6 86 2 0.003
6 87 2 0.006
6 88 0 0.003
6 88 2 0.003
6 89 2 0.004
6 90 2 0.002
6 91 0 0.003
6 91 2 0.039
6 92 2 0.002
6 93 2 0.044
6 94 2 0.003
6 95 2 0.002
6 96 2 0.002
6 97 2 0.003
6 98 1 0.002
6 98 2 0.003
6 99 2 0.002
6 100 2 0.004
6 101 2 0.002
6 102 0 1.000
6 102 2 0.002
6 103 2 0.002
6 104 2 0.003
6 105 2 0.007
6 106 2 0.002
6 107 2 0.003
6 108 0 0.986
6 108 2 0.002
6 109 2 0.001
6 110 0 0.002
6 110 2 0.002
6 111 2 0.002
6 112 0 0.017
6 112 2 0.003
6 113 0 1.000
6 113 2 0.002
6 114 1 0.011
6 114 2 0.014
6 115 2 0.002
6 116 0 1.000
6 116 2 0.091
6 117 2 0.003
6 118 2 0.024
6 119 0 0.013
6 119 2 0.023
6 120 2 0.003
6 121 2 0.003
6 122 2 0.003
6 123 2 0.002
6 124 2 0.003
6 125 0 0.836
6 125 2 0.003
6 126 0 0.002
6 126 2 0.002
6 127 0 1.000
6 127 2 0.003
6 128 2 0.005
6 129 0 1.000
6 129 2 0.003
6 130 0 0.016
6 130 2 0.002
6 131 2 0.002
6 132 0 0.017
6 132 2 0.003
6 133 2 0.003
6 134 2 0.002
6 134 3 0.941
6 135 2 0.005
6 136 0 0.996
6 136 2 0.004
6 137 2 0.002
6 138 2 0.016
6 139 2 0.004
6 140 2 0.002
6 141 2 0.002
6 142 0 1.000
6 142 2 0.002
6 143 2 0.002
6 144 2 0.003
6 145 2 0.004
6 146 0 1.000
6 146 2 0.003
6 147 2 0.003
6 148 2 0.007
6 148 3 0.013
6 149 2 0.003
6 150 2 0.003
6 151 2 0.004
6 152 0 0.029
6 152 2 0.002
6 153 0 1.000
6 153 2 0.002
6 154 2 0.003
6 155 0 0.015
6 155 2 0.002
6 156 2 0.003
6 157 2 0.002
6 158 2 0.003
6 159 2 0.002
6 160 2 0.003
6 161 2 0.003
6 162 2 0.003
6 163 2 0.005
6 164 2 0.002
6 165 0 1.000
6 165 2 0.002
6 166 2 0.004
6 167 1 0.002
6 167 2 0.002
6 168 2 0.003
6 169 2 0.002
6 170 0 0.088
6 170 2 0.003
6 171 2 0.002
6 172 2 0.003
6 173 2 0.002
6 174 0 0.003
6 174 2 0.003
6 175 2 0.002
6 176 2 0.024
6 177 0 0.967
6 177 2 0.003
6 178 0 0.996
6 178 2 0.002
6 179 2 0.002
6 180 0 1.000
6 180 2 0.003
6 181 2 0.002
6 182 2 0.002
6 183 0 1.000
6 183 2 0.003
6 184 2 0.002
6 185 0 0.968
6 185 2 0.003
6 186 2 0.466
6 187 0 1.000
6 187 2 0.025
6 188 2 0.002
6 189 2 0.005
6 190 2 0.002
6 191 2 0.004
6 192 2 0.003
6 193 2 0.004
6 194 0 0.003
6 194 2 0.003
6 195 2 0.003
6 196 0 0.668
6 196 2 0.002
6 197 0 0.057
6 197 2 0.001
6 198 2 0.008
6 199 2 0.003
6 200 2 0.002
6 201 0 1.000
6 201 2 0.002
6 202 0 0.994
6 202 2 0.002
6 203 0 1.000
6 203 2 0.002
6 204 0 0.998
6 204 2 0.003
6 205 0 1.000
6 205 2 0.003
6 206 2 0.002
6 207 2 0.023
6 208 2 0.002
6 209 0 0.033
6 209 2 0.005
6 210 2 0.003
6 210 3 1.000
6 211 2 0.004
6 212 0 0.015
6 212 2 0.002
6 213 2 0.002
6 214 2 0.002
6 215 2 0.003
6 216 2 0.002
6 217 2 0.002
6 218 2 0.005
6 219 2 0.013
6 220 2 0.003
6 221 2 0.003
6 222 2 0.002
6 223 2 0.002
