0 1 2 1.000
0 2 0 0.005
0 2 2 0.003
0 2 3 0.003
0 3 2 0.004
0 4 0 0.998
0 5 0 0.005
0 6 3 0.016
0 10 0 0.044
0 14 2 0.003
0 15 2 0.020
0 17 0 0.002
0 17 2 0.003
0 20 0 0.004
0 20 1 0.003
0 25 1 1.000
0 26 0 0.007
0 27 2 0.009
0 27 3 0.006
0 29 0 1.000
0 29 2 0.001
0 30 0 0.011
0 35 0 0.002
0 35 3 0.001
0 38 2 0.016
0 39 0 0.002
0 39 2 0.003
0 42 0 0.004
0 46 3 0.013
0 47 2 0.001
0 50 2 0.005
0 53 0 0.003
0 53 3 0.003
0 54 0 0.039
0 54 1 0.011
0 54 2 0.010
0 54 3 0.018
0 55 0 0.005
0 55 1 0.007
0 55 2 0.008
0 55 3 0.005
0 56 0 0.018
0 56 2 0.009
0 58 0 0.008
0 58 2 0.020
0 60 0 0.004
0 60 2 0.011
0 62 0 0.005
0 62 1 0.008
0 62 2 0.009
0 62 3 0.006
0 63 2 0.003
0 65 0 0.010
0 65 1 0.021
0 65 2 0.020
0 65 3 0.026
0 67 0 0.046
0 67 1 0.010
0 67 2 0.008
0 67 3 0.023
0 68 2 0.003
0 69 0 0.004
0 77 0 0.017
0 77 1 0.007
0 77 2 0.005
0 77 3 0.008
0 78 0 0.041
0 79 2 0.013
0 83 0 0.003
0 83 1 0.002
0 87 2 0.010
0 88 0 0.006
0 90 0 0.014
0 91 0 0.004
0 91 3 0.005
0 94 0 0.013
0 100 0 0.005
0 103 0 0.009
0 103 1 0.018
0 103 2 0.038
0 103 3 0.015
0 107 0 0.042
0 107 1 0.010
0 107 2 0.010
0 107 3 0.018
0 108 0 0.004
0 108 2 0.012
0 109 3 0.001
0 111 0 0.008
0 111 1 0.018
0 111 2 0.040
0 111 3 0.011
0 112 1 0.015
0 112 3 0.021
0 117 2 0.037
0 119 2 0.002
0 122 0 0.007
0 122 2 0.003
0 124 2 0.032
0 125 0 0.004
0 126 2 0.003
0 127 2 0.003
0 129 1 0.001
0 130 2 0.020
0 131 0 0.042
0 131 1 0.010
0 131 2 0.010
0 131 3 0.023
0 133 2 0.011
0 134 0 0.014
0 134 2 0.009
0 135 0 0.004
0 138 3 0.012
0 140 3 0.019
0 143 2 0.005
0 144 0 0.005
0 144 2 0.002
0 147 0 0.004
0 148 0 0.014
0 148 3 0.016
0 150 0 0.015
0 150 2 0.007
0 151 2 0.004
0 154 0 0.006
0 156 0 0.007
0 156 2 0.012
0 159 0 0.010
0 160 1 0.003
0 160 2 0.003
0 166 2 0.001
0 172 2 0.035
0 174 2 0.004
0 176 0 0.005
0 178 0 0.007
0 178 1 0.014
0 178 3 0.010
0 181 0 0.003
0 182 1 0.001
0 184 0 0.016
0 184 3 1.000
0 186 0 0.007
0 188 0 0.005
0 189 2 0.010
0 190 2 0.001
0 191 0 0.010
0 191 1 0.022
0 191 2 0.020
0 191 3 0.025
0 193 0 0.010
0 193 1 0.022
0 193 2 0.026
0 193 3 0.017
0 194 0 0.010
0 194 1 0.017
0 194 2 0.038
0 194 3 0.016
0 196 1 0.003
0 197 0 0.005
0 197 1 0.007
0 197 2 0.008
0 197 3 0.006
0 199 0 0.013
0 200 2 0.001
0 201 0 0.008
0 201 1 0.005
0 201 2 0.005
0 201 3 0.006
0 202 0 0.042
0 202 1 0.010
0 202 2 0.008
0 202 3 0.019
0 205 0 0.017
0 205 2 0.009
0 207 1 0.004
0 207 2 0.004
0 209 2 0.157
0 210 2 0.001
0 211 2 0.004
0 215 0 0.005
0 217 2 0.010
0 219 0 0.014
0 219 1 0.007
0 220 2 0.010
0 221 0 0.002
0 222 2 0.037
0 224 0 0.007
0 224 2 0.003
0 225 0 0.038
0 225 1 0.011
0 225 2 0.008
0 225 3 0.018
0 226 0 0.005
0 227 0 0.043
0 229 3 0.004
0 231 0 0.006
0 234 0 0.008
0 234 1 0.015
0 235 0 0.003
0 235 1 0.002
0 235 3 0.003
0 237 0 0.015
0 237 1 0.006
0 238 3 0.002
0 246 0 0.010
0 246 1 0.006
0 246 2 0.005
0 246 3 0.007
0 249 2 0.949
0 251 0 0.005
0 251 2 0.004
0 252 0 0.007
0 252 2 0.299
0 255 2 0.002
1 0 0 1.000
1 2 0 0.003
1 2 2 0.003
1 2 3 0.002
1 3 2 0.004
1 5 0 0.012
1 6 3 0.005
1 10 0 0.009
1 14 2 0.003
1 15 2 0.013
1 17 0 0.001
1 17 2 0.003
1 20 0 0.002
1 20 1 0.003
1 22 1 1.000
1 26 0 0.004
1 27 2 0.007
1 27 3 0.018
1 29 2 0.002
1 30 0 0.005
1 35 0 0.001
1 35 3 0.001
1 38 2 0.010
1 39 0 0.001
1 39 2 0.003
1 42 0 0.009
1 46 3 0.019
1 47 2 0.001
1 50 2 0.006
1 52 2 1.000
1 53 0 0.002
1 53 3 0.002
1 54 0 0.008
1 54 1 0.008
1 54 2 0.014
1 54 3 0.006
1 55 0 0.010
1 55 1 0.009
1 55 2 0.007
1 55 3 0.014
1 56 0 0.014
1 56 2 0.012
1 58 0 0.019
1 58 2 0.028
1 60 0 0.007
1 60 2 0.009
1 62 0 0.011
1 62 1 0.009
1 62 2 0.007
1 62 3 0.018
1 63 2 0.003
1 65 0 0.021
1 65 1 0.027
1 65 2 0.027
1 65 3 0.010
1 67 0 0.008
1 67 1 0.008
1 67 2 0.011
1 67 3 0.006
1 68 2 0.004
1 69 0 0.010
1 76 2 0.002
1 77 0 0.005
1 77 1 0.006
1 77 2 0.006
1 77 3 0.004
1 78 0 0.008
1 79 2 0.019
1 83 0 0.002
1 83 1 0.002
1 84 2 0.985
1 84 3 0.017
1 87 2 0.008
1 88 0 0.003
1 90 0 0.005
1 90 2 0.002
1 91 0 0.009
1 91 3 0.015
1 94 0 0.017
1 96 2 0.953
1 100 0 0.003
1 102 2 0.969
1 103 0 0.020
1 103 1 0.034
1 103 2 0.024
1 103 3 0.015
1 107 0 0.008
1 107 1 0.008
1 107 2 0.013
1 107 3 0.006
1 108 0 0.007
1 108 2 0.009
1 109 3 0.001
1 111 0 0.020
1 111 1 0.036
1 111 2 0.022
1 111 3 0.021
1 112 1 0.032
1 112 3 0.012
1 117 2 0.023
1 119 2 0.003
1 122 0 0.017
1 124 2 0.021
1 125 0 0.010
1 126 2 0.003
1 127 2 0.003
1 128 2 0.354
1 129 1 0.001
1 130 2 0.014
1 131 0 0.008
1 131 1 0.008
1 131 2 0.013
1 131 3 0.006
1 133 2 0.009
1 134 0 0.017
1 134 2 0.012
1 135 0 0.009
1 138 3 0.017
1 140 3 0.006
1 143 2 0.005
1 144 0 0.003
1 144 2 0.002
1 146 1 0.998
1 147 0 0.002
1 148 0 0.017
1 148 2 0.972
1 148 3 0.015
1 150 0 0.013
1 150 2 0.006
1 151 2 0.004
1 154 0 0.014
1 156 0 0.016
1 156 2 0.009
1 159 0 0.004
1 160 1 0.003
1 160 2 0.003
1 166 2 0.001
1 170 2 0.002
1 172 2 0.017
1 173 2 0.002
1 174 2 0.005
1 176 0 0.011
1 178 0 0.019
1 178 1 0.022
1 178 3 0.021
1 181 0 0.002
1 182 1 0.001
1 184 0 0.014
1 186 0 0.018
1 188 0 0.003
1 189 0 0.002
1 189 2 0.008
1 190 2 0.002
1 191 0 0.020
1 191 1 0.025
1 191 2 0.028
1 191 3 0.011
1 192 3 1.000
1 193 0 0.021
1 193 1 0.027
1 193 2 0.028
1 193 3 0.014
1 194 0 0.021
1 194 1 0.036
1 194 2 0.024
1 194 3 0.014
1 196 1 0.003
1 197 0 0.010
1 197 1 0.009
1 197 2 0.007
1 197 3 0.017
1 199 0 0.005
1 200 2 0.001
1 201 0 0.004
1 201 1 0.005
1 201 2 0.005
1 201 3 0.003
1 202 0 0.008
1 202 1 0.008
1 202 2 0.010
1 202 3 0.006
1 205 0 0.015
1 205 2 0.012
1 207 1 0.004
1 207 2 0.004
1 209 1 1.000
1 210 2 0.002
1 211 2 0.005
1 214 1 1.000
1 215 0 0.010
1 215 2 0.906
1 217 2 0.008
1 219 0 0.005
1 219 1 0.006
1 220 2 0.008
1 221 0 0.001
1 222 2 0.027
1 224 0 0.018
1 225 0 0.008
1 225 1 0.009
1 225 2 0.010
1 225 3 0.005
1 226 0 0.012
1 227 0 0.009
1 229 3 0.002
1 231 0 0.003
1 234 0 0.019
1 234 1 0.033
1 235 0 0.002
1 235 1 0.002
1 235 3 0.002
1 237 0 0.005
1 237 1 0.005
1 246 0 0.004
1 246 1 0.006
1 246 2 0.006
1 246 3 0.004
1 249 1 0.999
1 251 0 0.003
1 251 2 0.005
1 252 0 0.017
1 255 2 0.002
2 0 0 0.003
2 0 1 0.003
2 0 2 0.005
2 1 0 0.003
2 1 1 0.002
2 1 2 0.003
2 3 0 0.004
2 3 1 0.006
2 3 2 0.152
2 4 0 0.007
2 4 1 0.008
2 4 2 0.006
2 5 0 0.025
2 5 1 0.003
2 5 2 0.007
2 6 0 0.003
2 6 1 0.003
2 6 2 0.004
2 6 3 0.005
2 7 0 0.003
2 7 1 0.002
2 7 2 0.002
2 8 0 0.018
2 8 1 0.006
2 8 2 0.004
2 9 0 0.003
2 9 1 0.003
2 9 2 0.003
2 10 0 0.047
2 10 1 0.004
2 10 2 0.021
2 11 0 0.024
2 11 1 0.009
2 11 2 0.023
2 12 0 0.003
2 12 1 0.003
2 12 2 0.002
2 13 0 0.023
2 13 1 0.009
2 13 2 0.006
2 14 0 0.003
2 14 1 0.007
2 14 2 0.338
2 15 0 0.004
2 15 1 0.003
2 15 2 0.027
2 16 0 0.003
2 16 1 0.003
2 16 2 0.003
2 17 0 0.026
2 17 1 0.005
2 17 2 0.355
2 18 0 0.003
2 18 1 0.003
2 18 2 0.003
2 19 0 0.004
2 19 1 0.004
2 19 2 0.005
2 20 0 0.142
2 20 1 0.384
2 20 2 0.025
2 21 0 0.002
2 21 1 0.002
2 21 2 0.002
2 22 0 0.003
2 22 1 0.003
2 22 2 0.003
2 23 0 0.004
2 23 1 0.003
2 23 2 0.002
2 24 0 0.003
2 24 1 0.006
2 24 2 0.004
2 25 0 0.003
2 25 1 0.003
2 25 2 0.003
2 26 0 0.153
2 26 1 0.009
2 26 2 0.014
2 27 0 0.003
2 27 1 0.002
2 27 2 0.023
2 27 3 0.002
2 28 0 0.003
2 28 1 0.005
2 28 2 0.003
2 29 0 0.006
2 29 1 0.003
2 29 2 0.029
2 30 0 0.085
2 30 1 0.004
2 30 2 0.003
2 31 0 0.002
2 31 1 0.002
2 31 2 0.002
2 32 0 0.004
2 32 1 0.004
2 32 2 0.003
2 33 0 0.003
2 33 1 0.003
2 33 2 0.004
2 34 0 0.003
2 34 1 0.004
2 34 2 0.003
2 35 0 0.026
2 35 1 0.003
2 35 2 0.003
2 35 3 0.002
2 36 0 0.005
2 36 1 0.004
2 36 2 0.004
2 37 0 0.021
2 37 1 0.010
2 37 2 0.005
2 38 0 0.003
2 38 1 0.003
2 38 2 0.025
2 39 0 0.025
2 39 1 0.004
2 39 2 0.619
2 40 0 0.014
2 40 1 0.014
2 40 2 0.025
2 41 0 0.003
2 41 1 0.003
2 41 2 0.003
2 42 0 0.023
2 42 1 0.002
2 42 2 0.003
2 43 0 0.004
2 43 1 0.004
2 43 2 0.005
2 44 0 0.007
2 44 1 0.015
2 44 2 0.008
2 45 0 0.003
2 45 1 0.003
2 45 2 0.003
2 46 0 0.003
2 46 1 0.003
2 46 2 0.003
2 46 3 0.003
2 47 0 0.003
2 47 1 0.003
2 47 2 0.026
2 48 0 0.003
2 48 1 0.002
2 48 2 0.002
2 49 0 0.003
2 49 1 0.003
2 49 2 0.003
2 50 0 0.004
2 50 1 0.003
2 50 2 0.067
2 51 0 0.004
2 51 1 0.003
2 51 2 0.003
2 52 0 0.003
2 52 1 0.002
2 52 2 0.004
2 53 0 0.077
2 53 1 0.020
2 53 2 0.027
2 53 3 0.007
2 54 0 0.050
2 54 1 0.042
2 54 2 0.043
2 54 3 0.005
2 55 0 0.024
2 55 1 0.021
2 55 2 0.022
2 55 3 0.002
2 56 0 0.038
2 56 1 0.004
2 56 2 0.045
2 57 0 0.005
2 57 1 0.013
2 57 2 0.022
2 58 0 0.030
2 58 1 0.003
2 58 2 0.035
2 59 0 0.009
2 59 1 0.010
2 59 2 0.007
2 60 0 0.021
2 60 1 0.002
2 60 2 0.024
2 61 0 0.003
2 61 1 0.003
2 61 2 0.003
2 62 0 0.024
2 62 1 0.022
2 62 2 0.022
2 62 3 0.002
2 63 0 0.064
2 63 1 0.017
2 63 2 0.519
2 64 0 0.003
2 64 1 0.003
2 64 2 0.004
2 65 0 0.033
2 65 1 0.031
2 65 2 0.035
2 65 3 0.003
2 66 0 0.003
2 66 1 0.004
2 66 2 0.003
2 67 0 0.049
2 67 1 0.043
2 67 2 0.047
2 67 3 0.005
2 68 0 0.003
2 68 1 0.005
2 68 2 0.287
2 69 0 0.023
2 69 1 0.002
2 69 2 0.003
2 70 0 0.018
2 70 1 0.010
2 70 2 0.023
2 71 0 0.011
2 71 1 0.011
2 71 2 0.009
2 72 0 0.008
2 72 1 0.012
2 72 2 0.015
2 73 0 0.005
2 73 1 0.005
2 73 2 0.004
2 74 0 0.025
2 74 1 0.006
2 74 2 0.007
2 75 0 0.007
2 75 1 0.009
2 75 2 0.010
2 76 0 0.009
2 76 1 0.008
2 76 2 0.006
2 77 0 0.067
2 77 1 0.053
2 77 2 0.070
2 77 3 0.007
2 78 0 0.047
2 78 1 0.005
2 78 2 0.026
2 79 0 0.021
2 79 1 0.005
2 79 2 0.039
2 80 0 0.004
2 80 1 0.003
2 80 2 0.003
2 81 0 0.003
2 81 1 0.003
2 81 2 0.003
2 82 0 0.012
2 82 1 0.014
2 82 2 0.009
2 83 0 0.086
2 83 1 0.093
2 83 2 0.014
2 84 0 0.003
2 84 1 0.003
2 84 2 0.003
2 85 0 0.003
2 85 1 0.003
2 85 2 0.004
2 86 0 0.003
2 86 1 0.003
2 86 2 0.004
2 87 0 0.003
2 87 1 0.002
2 87 2 0.023
2 88 0 0.296
2 88 1 0.015
2 88 2 0.044
2 89 0 0.005
2 89 1 0.007
2 89 2 0.005
2 90 0 0.075
2 90 1 0.005
2 90 2 0.005
2 91 0 0.023
2 91 1 0.002
2 91 2 0.003
2 91 3 0.002
2 92 0 0.005
2 92 1 0.007
2 92 2 0.005
2 93 0 0.003
2 93 1 0.002
2 93 2 0.003
2 94 0 0.035
2 94 1 0.002
2 94 2 0.002
2 95 0 0.021
2 95 1 0.008
2 95 2 0.005
2 96 0 0.003
2 96 1 0.003
2 96 2 0.004
2 97 0 0.003
2 97 1 0.002
2 97 2 0.003
2 98 0 0.019
2 98 1 0.012
2 98 2 0.025
2 99 0 0.003
2 99 1 0.005
2 99 2 0.005
2 100 0 0.328
2 100 1 0.007
2 100 2 0.007
2 101 0 0.005
2 101 1 0.003
2 101 2 0.003
2 102 0 0.002
2 102 1 0.002
2 102 2 0.003
2 103 0 0.032
2 103 1 0.029
2 103 2 0.031
2 103 3 0.003
2 104 0 0.003
2 104 1 0.003
2 104 2 0.003
2 105 0 0.004
2 105 1 0.002
2 105 2 0.002
2 106 0 0.004
2 106 1 0.006
2 106 2 0.003
2 107 0 0.050
2 107 1 0.044
2 107 2 0.044
2 107 3 0.005
