0 1 2 0.042
0 1 3 0.034
0 2 3 0.006
0 3 3 0.023
0 4 1 0.005
0 4 3 0.008
0 5 3 0.002
0 6 3 0.039
0 7 1 0.005
0 7 2 0.057
0 7 3 0.247
0 8 3 0.002
0 9 0 0.005
0 9 2 0.022
0 9 3 0.020
0 10 0 0.005
0 10 1 0.005
0 10 2 0.039
0 10 3 0.445
0 11 0 0.006
0 11 2 0.016
0 11 3 0.014
0 12 0 0.005
0 12 1 0.005
0 12 2 0.029
0 12 3 0.741
0 13 0 0.004
0 13 2 0.007
0 13 3 0.016
0 14 2 0.008
0 14 3 0.014
0 15 1 0.008
0 15 3 0.003
0 16 3 0.009
0 17 3 0.019
0 18 3 0.015
0 19 2 0.026
0 19 3 0.358
0 20 3 0.040
0 21 0 0.005
0 21 1 0.004
0 21 2 0.019
0 21 3 0.496
0 22 2 0.007
0 22 3 0.002
0 23 0 0.002
0 23 1 0.002
0 23 2 0.001
0 23 3 0.015
0 24 3 0.042
0 25 1 0.008
0 25 3 0.012
0 26 1 0.004
0 26 3 0.045
0 27 0 0.003
0 27 3 0.002
0 28 1 0.004
0 28 2 0.012
0 28 3 0.012
0 29 0 0.004
0 29 1 0.004
0 29 2 0.014
0 29 3 0.021
0 30 0 0.007
0 30 2 0.039
0 30 3 0.009
0 31 2 0.027
0 31 3 0.010
0 32 0 0.002
0 32 1 0.002
0 32 2 0.002
0 32 3 0.014
0 33 3 0.002
0 34 0 0.004
0 34 2 0.008
0 34 3 0.107
0 35 0 0.003
0 35 2 0.002
0 35 3 0.002
0 36 3 0.004
0 37 3 0.028
0 38 0 0.005
0 38 2 0.057
0 38 3 0.039
0 39 3 0.002
0 40 0 0.005
0 40 1 0.005
0 40 3 0.008
0 41 2 0.025
0 41 3 0.023
0 42 3 0.002
0 43 2 0.001
0 43 3 0.002
0 44 3 0.007
0 45 3 0.414
0 46 3 0.025
0 47 3 0.006
0 48 3 0.034
0 49 3 0.010
0 50 0 0.003
0 50 3 0.011
0 51 3 0.023
0 52 3 0.006
0 53 3 0.018
0 54 0 0.002
0 54 1 0.002
0 54 2 0.001
0 54 3 0.014
0 55 2 0.042
0 55 3 0.018
0 56 0 0.005
0 56 2 0.039
0 56 3 0.744
0 57 2 0.034
0 57 3 0.008
0 58 0 0.006
0 58 3 0.020
0 59 3 0.022
0 60 0 0.006
0 60 3 0.033
0 61 2 0.012
0 61 3 0.007
0 62 0 0.004
0 62 3 0.017
0 63 0 0.005
0 63 1 0.005
0 63 2 0.054
0 63 3 0.895
0 64 2 0.019
0 64 3 0.020
0 65 3 0.007
0 66 0 0.006
0 66 2 0.001
0 66 3 0.003
0 67 0 0.005
0 67 2 0.996
0 67 3 0.015
0 68 2 0.013
0 68 3 0.017
0 69 0 0.005
0 69 1 0.005
0 69 2 0.025
0 69 3 0.026
0 70 0 0.007
0 70 2 0.017
0 70 3 0.008
0 71 2 0.020
0 71 3 0.060
0 72 3 0.011
0 73 0 0.003
0 73 2 0.027
0 73 3 0.027
0 74 2 0.008
0 74 3 0.087
0 75 0 0.004
0 75 1 0.004
0 75 2 0.010
0 75 3 0.101
