0 1 2 0.002
0 2 2 0.006
0 3 0 0.003
0 3 1 0.002
0 3 2 0.002
0 4 2 0.010
0 5 0 0.003
0 5 1 0.002
0 5 2 0.015
0 5 3 0.002
0 6 2 0.004
0 7 1 0.002
0 7 2 0.002
0 7 3 0.002
0 8 2 0.002
0 9 2 0.003
0 10 1 0.003
0 10 2 0.002
0 11 2 0.004
0 12 1 0.002
0 12 2 0.002
0 13 1 0.002
0 13 2 0.002
0 14 1 1.000
0 14 2 0.027
0 15 0 0.021
0 15 2 0.007
0 16 2 0.010
0 17 2 0.023
0 18 2 0.011
0 19 2 0.002
0 20 2 0.004
0 21 2 0.012
0 22 2 0.009
0 23 2 0.007
0 24 2 0.003
0 25 2 0.002
0 26 0 0.003
0 26 1 0.002
0 26 2 0.015
0 26 3 0.002
0 27 2 0.003
0 28 1 0.002
0 28 2 0.002
0 28 3 0.005
0 29 2 0.002
0 30 2 0.005
0 31 2 0.019
0 32 2 0.015
0 33 1 0.002
0 33 2 0.015
0 34 2 0.016
0 35 0 0.011
0 35 1 0.004
0 35 2 0.003
0 36 0 0.003
0 36 1 0.002
0 36 2 0.015
0 36 3 0.002
0 37 2 0.002
0 37 3 0.003
0 38 2 0.002
0 39 2 0.015
0 39 3 0.003
0 40 2 0.009
0 41 2 0.002
0 41 3 0.002
0 42 2 0.016
0 43 2 0.017
0 44 2 0.019
0 45 2 0.002
0 45 3 0.003
0 46 2 0.002
0 47 2 0.002
0 47 3 0.003
0 48 2 0.006
0 48 3 1.000
0 49 0 0.003
0 49 2 0.002
0 49 3 0.002
0 50 2 0.005
0 51 0 0.005
0 51 2 0.015
0 52 2 0.012
0 53 2 0.002
0 54 0 0.003
0 54 2 0.004
0 55 2 0.002
0 56 1 0.003
0 56 2 0.002
0 57 0 0.017
0 57 2 0.002
0 58 2 0.007
0 59 0 0.003
0 59 1 0.002
0 59 2 0.015
0 59 3 0.002
0 60 2 0.005
0 61 2 0.005
0 62 0 0.004
0 62 2 0.015
0 63 2 0.009
0 64 2 0.006
0 65 0 0.003
0 65 1 0.002
0 65 2 0.015
0 66 0 0.003
0 66 2 0.002
0 66 3 0.003
0 67 0 0.003
0 67 1 0.002
0 67 2 0.015
0 67 3 0.002
0 68 2 0.012
0 69 2 0.006
0 70 2 0.002
0 71 2 0.003
0 72 0 0.003
0 72 2 0.004
0 73 2 0.003
0 74 2 0.008
0 75 2 0.007
0 76 0 0.016
0 76 2 0.011
0 77 0 0.003
0 77 1 0.002
0 77 2 0.002
0 77 3 0.003
0 78 2 0.002
0 79 0 0.003
0 79 2 0.002
0 79 3 0.002
0 80 1 0.006
0 80 2 0.002
0 81 2 0.010
0 82 0 0.004
0 82 2 0.004
0 83 0 0.003
0 83 2 0.003
0 84 2 0.086
0 85 2 0.002
0 86 2 0.016
0 87 1 0.002
0 87 2 0.004
0 88 0 0.003
0 88 1 0.002
0 88 2 0.016
0 88 3 0.002
0 89 2 0.004
0 90 2 0.004
0 91 2 0.004
0 92 2 0.015
0 92 3 0.003
0 93 0 0.003
0 93 2 0.015
0 94 2 0.002
0 95 2 0.008
0 96 2 0.022
0 96 3 0.004
0 97 2 0.003
0 97 3 0.007
0 98 2 0.011
0 99 2 0.004
0 100 2 0.002
0 101 2 0.020
0 102 2 0.003
0 103 0 0.003
0 103 1 0.002
0 103 2 0.015
0 103 3 0.002
0 104 2 0.003
0 105 2 0.002
0 106 2 0.002
0 107 2 0.002
0 108 2 0.027
0 109 2 0.026
0 110 0 0.003
0 110 2 0.003
0 111 2 0.003
0 112 0 0.003
0 112 1 0.002
0 112 2 0.015
0 112 3 0.002
0 113 2 0.006
0 114 2 0.003
0 115 0 0.003
0 115 1 0.002
0 115 2 0.015
0 115 3 0.002
0 116 0 0.003
0 116 2 0.004
0 117 2 0.008
0 118 0 0.003
0 118 1 0.002
0 118 2 0.015
0 118 3 0.002
0 119 2 0.004
0 120 0 0.018
0 120 2 0.002
0 121 2 0.004
0 121 3 0.003
0 122 2 0.002
0 123 2 0.002
0 124 0 0.003
0 124 1 0.002
0 124 2 0.015
0 124 3 0.003
0 125 2 0.008
0 126 2 0.003
0 127 2 0.002
0 128 2 0.016
0 129 2 0.007
0 130 2 0.005
0 131 2 0.015
0 131 3 0.002
0 132 2 0.004
0 132 3 0.007
0 133 2 0.002
0 134 2 0.005
0 135 0 0.003
0 135 2 0.002
0 135 3 0.003
0 136 2 0.002
0 136 3 0.004
0 137 0 0.006
0 137 2 0.016
0 138 2 0.012
0 139 2 0.004
0 140 1 0.006
0 140 2 0.002
0 140 3 0.003
0 141 0 0.003
0 141 2 0.015
0 142 2 0.003
0 142 3 0.007
0 143 2 0.007
0 144 2 0.002
0 145 2 0.003
0 146 0 0.005
0 146 2 0.016
0 147 2 0.005
0 148 2 0.240
0 149 2 0.011
0 150 2 0.029
0 151 1 0.002
0 151 2 0.015
0 151 3 0.002
0 152 2 0.015
0 153 2 0.006
0 154 2 0.003
0 155 2 0.002
0 155 3 0.003
0 156 2 0.002
0 156 3 0.003
0 157 0 0.003
0 157 2 0.002
0 158 0 0.003
0 158 2 0.015
0 158 3 0.003
0 159 2 0.016
0 159 3 0.003
0 160 0 0.004
0 160 2 0.002
0 160 3 0.003
0 161 2 0.022
0 162 2 0.002
0 163 2 0.018
0 164 1 0.003
0 164 2 0.002
0 164 3 0.003
0 165 0 0.004
0 165 1 0.003
0 165 2 0.002
0 165 3 0.003
0 166 1 0.004
0 166 2 0.002
0 167 2 0.002
0 167 3 0.002
0 168 0 0.003
0 168 1 0.002
0 168 2 0.015
0 168 3 0.002
0 169 2 0.019
0 170 2 0.084
0 171 2 0.005
0 172 2 0.002
0 173 2 0.007
0 174 2 0.004
0 175 2 0.005
0 176 2 0.003
0 177 2 0.008
0 178 2 0.003
0 179 0 0.003
0 179 1 0.002
0 179 2 0.015
0 179 3 0.003
0 180 2 0.005
0 181 0 0.009
0 181 2 0.015
0 182 2 0.003
0 183 1 0.003
0 183 2 0.016
0 183 3 0.003
0 184 2 0.002
0 185 0 0.003
0 185 1 0.002
0 185 2 0.002
0 186 2 0.009
0 187 2 0.019
0 188 0 0.003
0 188 2 0.015
0 188 3 0.002
0 189 2 0.002
0 190 1 0.002
0 190 2 0.002
0 190 3 0.003
0 191 0 0.003
0 191 1 0.002
0 191 2 0.015
0 191 3 0.002
0 192 2 0.009
0 193 0 0.003
0 193 2 0.002
0 194 0 0.003
0 194 2 0.015
0 194 3 0.002
0 195 2 0.003
0 196 2 0.002
0 197 2 0.015
0 198 2 0.009
0 199 2 0.002
0 200 0 0.004
0 200 2 0.002
0 200 3 0.003
0 201 2 0.005
0 202 2 0.006
0 203 1 0.002
0 203 2 0.002
0 204 2 0.006
0 205 2 0.002
0 206 2 0.018
0 207 2 0.017
0 208 0 0.008
0 208 2 0.015
0 209 0 1.000
0 209 2 0.016
0 210 2 0.002
0 211 2 0.002
0 211 3 0.003
0 212 2 0.002
0 213 2 0.010
0 214 1 0.004
0 214 2 0.002
0 215 1 0.002
0 215 2 0.002
0 215 3 0.003
0 216 2 0.002
0 217 2 0.011
0 218 0 0.002
0 218 2 0.017
0 219 2 0.007
0 220 2 0.004
0 221 2 0.016
0 222 0 0.003
0 222 1 0.002
0 222 2 0.015
0 223 2 0.028
0 224 2 0.002
0 225 2 0.028
0 226 2 0.002
0 227 2 0.005
0 228 0 0.003
0 228 2 0.004
0 229 2 0.007
0 230 2 0.002
0 231 2 0.006
0 232 2 0.004
0 233 2 0.002
0 234 0 0.003
0 234 1 0.002
0 234 2 0.015
0 234 3 0.002
0 235 0 0.003
0 235 1 0.002
0 235 2 0.016
0 235 3 0.003
0 236 2 0.002
0 237 2 0.002
0 238 0 0.003
0 238 1 0.002
0 238 2 0.002
0 238 3 0.003
0 239 1 0.002
0 239 2 0.002
0 240 0 0.003
0 240 1 0.002
0 240 2 0.015
0 240 3 0.002
0 241 1 0.002
0 241 2 0.002
0 242 2 0.016
0 243 2 0.003
0 244 0 0.007
0 244 2 0.015
0 245 0 0.003
0 245 1 0.002
0 245 2 0.015
0 245 3 0.002
0 246 2 0.002
0 247 0 0.004
0 247 2 0.017
0 248 1 0.002
0 248 2 0.002
