0 1 2 1.000
0 2 2 1.000
0 6 0 0.010
0 9 0 0.005
0 9 2 0.061
0 11 1 0.002
0 12 3 0.002
0 13 2 1.000
0 15 2 1.000
0 16 2 0.002
0 18 0 0.002
0 20 2 1.000
0 21 2 1.000
0 23 3 0.003
0 24 0 0.005
0 24 2 0.008
0 25 0 0.008
0 26 2 0.994
0 28 2 1.000
0 29 2 1.000
0 31 2 1.000
0 34 2 0.002
0 35 2 0.005
0 37 1 0.002
0 37 2 0.003
0 38 1 0.011
0 40 2 1.000
0 42 0 0.003
0 42 2 0.049
0 43 2 1.000
0 44 1 0.002
0 46 2 1.000
0 47 2 1.000
0 51 2 1.000
0 52 2 1.000
0 53 2 0.973
0 55 0 0.004
0 55 2 0.007
0 56 0 0.004
0 56 2 1.000
0 57 1 0.003
0 61 0 1.000
0 61 2 1.000
0 64 0 0.005
0 64 2 0.010
0 66 3 0.002
0 68 0 0.003
0 68 2 0.002
0 70 2 0.002
0 75 3 0.002
0 77 2 0.002
0 77 3 0.002
0 78 3 0.003
0 81 0 0.005
0 81 2 0.038
0 82 2 1.000
0 83 2 1.000
0 84 3 0.004
0 85 2 1.000
0 86 2 0.007
0 87 3 0.002
0 88 1 0.003
0 90 2 0.011
0 92 2 0.992
0 94 3 0.002
0 95 0 0.004
0 95 2 0.026
0 96 0 0.002
0 96 1 0.002
0 96 2 0.003
0 96 3 0.002
0 97 2 1.000
0 99 1 0.002
0 100 2 1.000
0 102 2 1.000
0 103 0 0.005
0 103 3 1.000
0 104 2 1.000
0 105 2 1.000
0 106 3 0.002
0 107 2 1.000
0 110 2 1.000
0 111 2 1.000
0 112 2 1.000
0 113 1 0.003
0 114 0 0.003
0 114 3 0.003
0 115 0 0.003
0 115 3 0.002
0 116 0 1.000
0 116 2 0.002
0 117 0 0.004
0 117 2 0.002
0 118 0 0.002
0 119 3 0.003
0 120 2 0.979
0 122 2 1.000
0 123 2 0.002
0 124 0 0.002
0 126 2 1.000
0 127 3 0.002
0 128 2 1.000
0 129 0 0.018
0 129 2 0.008
0 130 0 0.004
0 130 2 0.059
0 131 2 1.000
0 131 3 0.003
0 132 2 0.016
0 135 2 0.002
0 136 0 0.002
0 136 1 0.002
0 136 2 0.003
0 136 3 0.002
0 137 0 0.005
0 143 2 1.000
0 147 0 0.003
0 148 1 0.005
0 148 3 0.003
0 149 3 0.004
0 150 2 1.000
0 151 2 1.000
0 153 1 0.002
0 154 2 0.011
0 156 2 0.002
0 158 3 0.004
0 159 0 0.003
0 160 1 0.003
0 160 3 0.008
0 162 2 1.000
0 164 0 0.003
0 164 1 0.003
0 164 2 0.002
0 164 3 0.002
0 166 2 1.000
0 167 2 1.000
0 168 2 0.008
0 169 1 0.002
0 170 2 1.000
0 171 2 1.000
0 172 2 0.019
0 173 0 0.003
0 173 2 0.018
0 175 3 0.003
0 176 1 0.002
0 179 2 1.000
0 180 2 1.000
0 182 2 1.000
0 184 1 0.002
0 188 2 1.000
0 190 3 0.002
0 191 2 1.000
0 195 2 1.000
0 196 2 1.000
0 197 0 0.005
0 197 2 1.000
0 198 2 0.161
0 202 1 0.002
0 205 2 1.000
0 206 3 0.003
0 207 2 1.000
0 208 2 0.030
0 210 1 1.000
0 210 2 1.000
0 210 3 0.003
0 211 0 0.002
0 211 1 0.002
0 211 2 0.003
0 211 3 0.002
0 212 2 1.000
0 213 2 0.002
0 214 2 0.845
0 215 0 0.003
0 215 2 1.000
0 218 0 0.003
0 218 1 0.003
0 218 2 0.002
0 218 3 0.002
0 220 2 0.003
0 222 0 0.983
0 222 2 0.987
0 223 2 0.931
0 224 2 1.000
0 225 2 1.000
0 228 2 1.000
0 233 0 0.005
0 233 2 0.048
0 236 0 1.000
0 236 2 0.002
0 237 2 0.727
0 238 3 1.000
0 244 2 1.000
0 247 0 0.003
0 249 2 1.000
0 250 2 1.000
0 251 2 1.000
0 253 3 0.004
1 0 0 1.000
1 4 1 0.945
1 6 0 0.010
1 7 0 0.998
1 7 1 1.000
1 8 0 0.990
1 9 0 0.017
1 9 2 0.006
1 11 1 0.002
1 12 3 0.002
1 15 2 1.000
1 16 2 0.002
1 17 1 0.097
1 17 2 0.038
1 18 0 0.002
1 19 2 1.000
1 23 1 0.999
1 23 3 0.003
1 24 0 0.016
1 24 2 0.004
1 25 0 0.003
1 27 1 0.010
1 34 2 0.002
1 35 2 0.003
1 37 1 0.002
1 37 2 0.002
1 38 1 0.008
1 39 0 1.000
1 40 2 1.000
1 42 0 0.002
1 42 2 0.071
1 44 1 0.002
1 52 2 1.000
1 54 2 1.000
1 55 0 0.012
1 55 2 0.003
1 56 0 0.013
1 57 1 0.003
1 64 0 0.017
1 64 2 0.004
1 66 3 0.002
1 67 2 0.009
1 68 0 0.002
1 68 2 0.003
1 70 2 0.002
1 72 2 0.839
1 75 3 0.002
1 77 2 0.002
1 77 3 0.002
1 78 3 0.003
1 81 0 0.018
1 81 2 0.007
1 82 2 0.989
1 84 3 0.005
1 85 2 1.000
1 86 2 0.008
1 87 3 0.002
1 88 1 0.003
1 88 2 0.974
1 90 2 0.008
1 92 0 1.000
1 94 3 0.002
1 95 0 0.008
1 95 2 0.005
1 96 0 0.002
1 96 1 0.002
1 96 2 0.002
1 96 3 0.002
1 99 1 0.002
1 101 1 0.998
1 103 0 0.017
1 104 0 1.000
1 104 2 0.712
1 106 3 0.002
1 107 0 1.000
1 113 1 0.003
1 114 0 0.002
1 114 3 0.002
1 115 0 0.002
1 115 3 0.002
1 116 0 0.011
1 116 2 0.003
1 117 2 0.002
1 119 3 0.002
1 123 2 0.002
1 124 0 0.002
1 127 1 0.053
1 127 3 0.002
1 129 0 0.007
1 129 2 0.008
1 130 0 0.012
1 130 2 0.006
1 131 3 0.004
1 133 0 1.000
1 135 2 0.003
1 136 0 0.002
1 136 1 0.002
1 136 2 0.002
1 136 3 0.002
1 137 0 0.003
1 143 0 0.008
1 146 2 0.927
1 147 0 0.002
1 148 1 0.006
1 148 3 0.003
1 149 3 0.006
1 150 0 0.991
1 150 1 1.000
1 151 2 1.000
1 152 1 0.068
1 153 1 0.002
1 154 2 0.004
1 155 1 0.956
1 156 2 0.003
1 157 2 0.003
1 158 3 0.005
1 159 0 0.002
1 160 1 0.002
1 160 3 0.011
1 161 1 0.977
1 161 2 0.015
1 162 2 1.000
1 162 3 0.806
1 163 1 0.999
1 163 2 0.704
1 164 0 0.002
1 164 1 0.003
1 164 2 0.002
1 164 3 0.002
1 168 2 0.004
1 169 1 0.002
1 172 2 0.008
1 173 0 0.008
1 173 2 0.007
1 174 0 1.000
1 174 2 0.996
1 175 3 0.004
1 176 1 0.002
1 179 0 1.000
1 180 2 1.000
1 181 1 0.964
1 182 2 1.000
1 184 1 0.002
1 185 2 1.000
1 187 2 0.042
1 189 1 1.000
1 190 3 0.002
1 192 2 1.000
1 196 2 1.000
1 197 0 0.016
1 202 1 0.002
1 205 3 1.000
1 206 3 0.003
1 208 2 0.007
1 210 1 1.000
1 210 3 0.003
1 211 0 0.002
1 211 1 0.002
1 211 2 0.002
1 211 3 0.002
1 213 2 0.002
1 215 0 0.008
1 218 0 0.002
1 218 1 0.003
1 218 2 0.002
1 218 3 0.002
1 220 2 0.002
1 224 2 0.008
1 226 1 1.000
1 233 0 0.016
1 233 2 0.007
1 236 0 0.002
1 236 2 0.003
1 238 0 0.962
1 244 0 0.999
1 244 2 0.062
1 245 1 0.915
1 245 2 0.986
1 247 0 0.002
1 253 3 0.005
2 0 0 1.000
2 6 0 0.012
2 6 1 0.027
2 7 0 0.997
2 9 0 0.017
2 9 2 0.005
2 11 1 0.002
2 12 3 0.002
2 13 1 0.075
2 16 2 0.003
2 17 1 1.000
2 18 0 0.002
2 19 1 1.000
2 19 3 1.000
2 21 2 1.000
2 23 1 1.000
2 23 3 0.003
2 24 0 0.016
2 24 2 0.004
2 25 0 0.003
2 31 1 1.000
2 34 2 0.003
2 35 0 1.000
2 35 2 0.003
2 37 1 0.002
2 37 2 0.002
2 38 1 0.006
2 39 0 1.000
2 42 0 0.002
2 43 2 1.000
2 44 1 0.003
2 48 1 0.840
2 51 1 1.000
2 52 1 0.095
2 55 0 0.012
2 55 2 0.003
2 56 0 0.013
2 57 1 0.002
2 64 0 0.021
2 64 2 0.004
2 66 3 0.002
2 68 0 0.002
2 68 2 0.003
2 70 2 0.002
2 75 3 0.002
2 77 2 0.002
2 77 3 0.002
2 78 3 0.003
2 80 1 1.000
2 81 0 0.021
2 81 2 0.005
2 84 3 0.005
2 85 0 0.974
2 85 2 1.000
2 86 2 0.005
2 87 3 0.002
2 88 1 0.004
2 90 2 0.005
2 92 0 1.000
2 92 2 1.000
2 94 3 0.002
2 95 0 0.008
2 95 2 0.005
2 96 0 0.002
2 96 1 0.002
2 96 2 0.002
2 96 3 0.002
2 99 1 0.004
2 103 0 0.018
2 104 0 1.000
2 106 1 1.000
2 106 3 0.002
2 107 0 1.000
2 113 1 0.002
2 114 0 0.002
2 114 3 0.002
2 115 0 0.002
2 115 3 0.002
2 116 2 0.003
2 117 2 0.002
2 119 3 0.003
2 120 1 0.041
2 123 2 0.002
2 124 0 0.002
2 126 0 0.003
2 126 3 0.006
2 127 1 1.000
2 127 3 0.002
2 129 0 0.008
2 129 2 0.005
2 130 0 0.012
2 130 2 0.005
2 131 1 0.915
2 131 3 0.003
2 134 1 0.933
2 135 2 0.003
2 136 0 0.002
2 136 1 0.002
2 136 2 0.002
2 136 3 0.002
2 137 0 0.003
2 143 0 0.468
2 146 1 0.879
2 147 0 0.002
2 148 1 0.013
2 148 3 0.003
2 149 3 0.005
2 150 0 1.000
2 151 1 0.008
2 152 1 0.999
2 153 1 0.003
2 154 2 0.004
2 155 1 0.007
2 156 2 0.003
2 158 3 0.004
2 159 0 0.002
2 160 1 0.004
2 160 3 0.007
2 161 1 1.000
2 164 0 0.002
2 164 1 0.002
2 164 2 0.002
2 164 3 0.002
2 165 2 1.000
2 167 0 0.996
2 168 2 0.004
2 169 1 0.003
2 172 2 0.005
2 173 0 0.007
2 173 2 0.005
2 174 0 1.000
2 174 1 1.000
2 175 3 0.004
2 176 1 0.003
2 179 0 1.000
2 182 0 0.013
2 182 1 1.000
2 184 1 0.004
2 190 3 0.002
2 197 0 0.016
2 202 1 0.002
2 205 2 1.000
2 206 3 0.003
2 208 2 0.005
2 210 1 1.000
2 210 3 0.003
2 211 0 0.002
2 211 1 0.002
2 211 2 0.002
2 211 3 0.002
2 213 2 0.003
2 215 0 0.008
2 216 1 1.000
2 218 0 0.002
2 218 1 0.002
2 218 2 0.002
2 218 3 0.002
2 220 2 0.002
2 225 1 1.000
2 225 2 0.301
2 226 1 1.000
2 233 0 0.017
2 233 2 0.005
2 236 2 0.003
2 240 1 0.601
2 244 1 0.821
2 244 2 1.000
2 245 1 1.000
2 246 0 0.998
2 247 0 0.002
2 250 0 0.002
2 253 3 0.005
3 6 0 0.003
3 9 0 0.005
3 9 2 0.005
3 10 2 0.256
3 10 3 0.021
3 11 1 0.006
3 12 3 0.001
3 14 0 1.000
3 14 2 0.029
3 16 2 0.001
3 18 0 0.006
3 20 2 1.000
3 23 3 0.014
3 24 0 0.005
3 24 2 0.008
3 25 0 0.002
3 28 1 0.054
3 29 1 0.001
3 34 2 0.001
3 35 2 0.012
3 37 1 0.006
3 37 2 0.007
3 38 1 0.002
3 41 1 0.999
3 41 2 0.001
3 42 0 0.001
3 44 1 0.010
3 50 2 0.057
3 55 0 0.006
3 55 2 0.010
3 56 0 0.006
3 57 1 0.001
3 64 0 0.005
3 64 2 0.007
3 66 3 0.007
3 68 0 0.001
3 68 2 0.002
3 70 2 0.001
3 75 3 0.001
3 77 2 0.001
3 77 3 0.001
3 78 3 0.001
