0 1 2 0.002
0 1 3 0.002
0 4 2 0.009
0 6 0 0.013
0 6 1 0.004
0 6 2 0.003
0 6 3 0.006
0 10 1 0.002
0 10 2 0.002
0 10 3 0.002
0 12 0 0.003
0 12 1 0.002
0 12 2 0.002
0 12 3 0.002
0 14 0 0.003
0 14 1 0.002
0 14 2 0.002
0 14 3 0.002
0 16 0 0.003
0 16 2 0.002
0 16 3 0.002
0 20 2 0.002
0 22 0 0.018
0 22 1 0.004
0 22 2 0.003
0 22 3 0.008
0 23 0 0.003
0 23 1 0.002
0 23 2 0.002
0 23 3 0.002
0 24 0 0.003
0 24 1 0.002
0 24 2 0.002
0 24 3 0.002
0 27 0 1.000
0 28 0 0.003
0 28 3 0.002
0 29 3 0.003
0 30 0 0.010
0 32 2 0.002
0 36 0 0.011
0 36 1 0.003
0 36 2 0.003
0 37 0 0.023
0 37 1 0.005
0 37 2 0.003
0 38 0 0.003
0 40 0 0.003
0 40 1 0.002
0 40 2 0.002
0 40 3 0.002
0 42 2 0.004
0 44 1 0.002
0 45 0 0.019
0 45 3 0.009
0 48 0 0.003
0 48 1 0.002
0 48 3 0.002
0 50 0 0.003
0 50 1 0.002
0 50 2 0.002
0 50 3 0.002
0 51 2 0.002
0 52 0 0.009
0 55 0 0.010
0 55 3 0.005
0 57 2 1.000
0 63 1 0.003
0 63 3 0.004
0 64 0 0.003
0 65 0 0.003
0 65 1 0.002
0 65 2 0.002
0 65 3 0.002
0 68 0 0.003
0 68 1 0.002
0 68 2 0.002
0 68 3 0.002
0 71 0 0.003
0 71 1 0.002
0 71 2 0.002
0 71 3 0.003
0 75 0 0.009
0 75 1 0.003
0 75 2 0.003
0 76 2 0.002
0 76 3 0.002
0 77 0 0.002
0 78 1 0.004
0 78 3 0.005
0 79 1 0.004
0 80 0 0.015
0 80 1 0.004
0 80 2 0.003
0 81 0 0.003
0 81 2 0.002
0 82 0 0.015
0 82 3 0.007
0 84 0 0.003
0 84 1 0.002
